# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-11-03T02:10:00.0/2025-11-03T02:11:00.0;9.2525;5.8160;3.7175;2.0986;9.2690;5.3515;2.7950;2.5565;6.9690;1.0000
2025-11-03T02:11:00.0/2025-11-03T02:12:00.0;9.3384;5.8862;3.7746;2.1116;9.3249;5.4696;2.9357;2.5339;7.2525;1.0000
2025-11-03T02:12:00.0/2025-11-03T02:13:00.0;9.4240;5.9563;3.8318;2.1245;9.3803;5.5890;3.0794;2.5096;7.5383;1.0000
2025-11-03T02:13:00.0/2025-11-03T02:14:00.0;9.5094;6.0264;3.8891;2.1373;9.4349;5.7088;3.2251;2.4838;7.8241;1.0000
2025-11-03T02:14:00.0/2025-11-03T02:15:00.0;9.5947;6.0964;3.9464;2.1500;9.4890;5.8074;3.3402;2.4672;8.0314;1.0000
2025-11-03T02:15:00.0/2025-11-03T02:16:00.0;9.6797;6.1663;4.0038;2.1625;9.5424;5.9066;3.4573;2.4493;8.2400;1.0000
2025-11-03T02:16:00.0/2025-11-03T02:17:00.0;9.7646;6.2362;4.0613;2.1750;9.5952;6.0065;3.5765;2.4300;8.4499;1.0000
2025-11-03T02:17:00.0/2025-11-03T02:18:00.0;9.8492;6.3060;4.1188;2.1873;9.6475;6.1070;3.6977;2.4094;8.6611;1.0000
2025-11-03T02:18:00.0/2025-11-03T02:19:00.0;9.9336;6.3757;4.1763;2.1994;9.6991;6.2083;3.8208;2.3874;8.8736;1.0000
2025-11-03T02:19:00.0/2025-11-03T02:20:00.0;10.0179;6.4454;4.2339;2.2115;9.7502;6.3101;3.9460;2.3641;9.0872;1.0000
2025-11-03T02:20:00.0/2025-11-03T02:21:00.0;10.1019;6.5150;4.2915;2.2234;9.8007;6.4127;4.0732;2.3394;9.3021;1.0000
2025-11-03T02:21:00.0/2025-11-03T02:22:00.0;10.1857;6.5844;4.3492;2.2352;9.8506;6.5158;4.2024;2.3134;9.5182;1.0000
2025-11-03T02:22:00.0/2025-11-03T02:23:00.0;10.2694;6.6538;4.4069;2.2469;9.9000;6.6197;4.3336;2.2861;9.7354;1.0000
2025-11-03T02:23:00.0/2025-11-03T02:24:00.0;10.3528;6.7231;4.4646;2.2585;9.9488;6.7231;4.4646;2.2585;9.9488;1.0000
2025-11-03T02:24:00.0/2025-11-03T02:25:00.0;10.4360;6.7923;4.5223;2.2700;9.9971;6.7923;4.5223;2.2700;9.9971;1.0000
2025-11-03T02:25:00.0/2025-11-03T02:26:00.0;10.5190;6.8614;4.5800;2.2814;10.0448;6.8614;4.5800;2.2814;10.0448;1.0000
2025-11-03T02:26:00.0/2025-11-03T02:27:00.0;10.6017;6.9303;4.6378;2.2926;10.0921;6.9303;4.6378;2.2926;10.0921;1.0000
2025-11-03T02:27:00.0/2025-11-03T02:28:00.0;10.6843;6.9992;4.6955;2.3037;10.1388;6.9992;4.6955;2.3037;10.1388;1.0000
2025-11-03T02:28:00.0/2025-11-03T02:29:00.0;10.7666;7.0680;4.7532;2.3148;10.1850;7.0680;4.7532;2.3148;10.1850;1.0000
2025-11-03T02:29:00.0/2025-11-03T02:30:00.0;10.8487;7.1367;4.8110;2.3257;10.2307;7.1367;4.8110;2.3257;10.2307;1.0000
2025-11-03T02:30:00.0/2025-11-03T02:31:00.0;10.9306;7.2052;4.8687;2.3365;10.2759;7.2052;4.8687;2.3365;10.2759;1.0000
2025-11-03T02:31:00.0/2025-11-03T02:32:00.0;11.0123;7.2736;4.9265;2.3472;10.3207;7.2736;4.9265;2.3472;10.3207;1.0000
2025-11-03T02:32:00.0/2025-11-03T02:33:00.0;11.0937;7.3419;4.9842;2.3578;10.3649;7.3419;4.9842;2.3578;10.3649;1.0000
2025-11-03T02:33:00.0/2025-11-03T02:34:00.0;11.1750;7.4101;5.0418;2.3683;10.4086;7.4101;5.0418;2.3683;10.4086;1.0000
2025-11-03T02:34:00.0/2025-11-03T02:35:00.0;11.2559;7.4781;5.0995;2.3786;10.4519;7.4781;5.0995;2.3786;10.4519;1.0000
2025-11-03T02:35:00.0/2025-11-03T02:36:00.0;11.3367;7.5461;5.1571;2.3889;10.4948;7.5461;5.1571;2.3889;10.4948;1.0000
2025-11-03T02:36:00.0/2025-11-03T02:37:00.0;11.4172;7.6138;5.2147;2.3991;10.5372;7.6138;5.2147;2.3991;10.5372;1.0000
2025-11-03T02:37:00.0/2025-11-03T02:38:00.0;11.4976;7.6815;5.2723;2.4092;10.5791;7.6815;5.2723;2.4092;10.5791;1.0000
2025-11-03T02:38:00.0/2025-11-03T02:39:00.0;11.5776;7.7490;5.3298;2.4191;10.6206;7.7490;5.3298;2.4191;10.6206;0.5000
2025-11-03T02:39:00.0/2025-11-03T02:40:00.0;11.6575;7.8164;5.3873;2.4290;10.6616;7.8164;5.3873;2.4290;10.6616;0.5000
2025-11-03T02:40:00.0/2025-11-03T02:41:00.0;11.7371;7.8836;5.4448;2.4388;10.7022;7.8836;5.4448;2.4388;10.7022;0.5000
2025-11-03T02:41:00.0/2025-11-03T02:42:00.0;11.8164;7.9506;5.5022;2.4485;10.7424;7.9506;5.5022;2.4485;10.7424;0.5000
2025-11-03T02:42:00.0/2025-11-03T02:43:00.0;11.8955;8.0176;5.5595;2.4581;10.7821;8.0176;5.5595;2.4581;10.7821;0.5000
2025-11-03T02:43:00.0/2025-11-03T02:44:00.0;11.9744;8.0843;5.6168;2.4676;10.8215;8.0843;5.6168;2.4676;10.8215;0.5000
2025-11-03T02:44:00.0/2025-11-03T02:45:00.0;12.0530;8.1510;5.6740;2.4769;10.8604;8.1510;5.6740;2.4769;10.8604;0.5000
2025-11-03T02:45:00.0/2025-11-03T02:46:00.0;12.1314;8.2174;5.7312;2.4862;10.8989;8.2174;5.7312;2.4862;10.8989;0.5000
2025-11-03T02:46:00.0/2025-11-03T02:47:00.0;12.2096;8.2837;5.7883;2.4954;10.9370;8.2837;5.7883;2.4954;10.9370;0.5000
2025-11-03T02:47:00.0/2025-11-03T02:48:00.0;12.2875;8.3498;5.8453;2.5046;10.9748;8.3498;5.8453;2.5046;10.9748;0.5000
2025-11-03T02:48:00.0/2025-11-03T02:49:00.0;12.3651;8.4158;5.9022;2.5136;11.0121;8.4158;5.9022;2.5136;11.0121;1.0000
2025-11-03T02:49:00.0/2025-11-03T02:50:00.0;12.4425;8.4816;5.9591;2.5225;11.0490;8.4816;5.9591;2.5225;11.0490;1.0000
2025-11-03T02:50:00.0/2025-11-03T02:51:00.0;12.5197;8.5472;6.0159;2.5314;11.0856;8.5472;6.0159;2.5314;11.0856;1.0000
2025-11-03T02:51:00.0/2025-11-03T02:52:00.0;12.5966;8.6127;6.0726;2.5401;11.1218;8.6127;6.0726;2.5401;11.1218;1.0000
2025-11-03T02:52:00.0/2025-11-03T02:53:00.0;12.6732;8.6780;6.1292;2.5488;11.1576;8.6780;6.1292;2.5488;11.1576;1.0000
2025-11-03T02:53:00.0/2025-11-03T02:54:00.0;12.7496;8.7431;6.1857;2.5574;11.1930;8.7431;6.1857;2.5574;11.1930;1.0000
2025-11-03T02:54:00.0/2025-11-03T02:55:00.0;12.8258;8.8080;6.2421;2.5659;11.2281;8.8080;6.2421;2.5659;11.2281;1.0000
2025-11-03T02:55:00.0/2025-11-03T02:56:00.0;12.9016;8.8728;6.2985;2.5743;11.2628;8.8728;6.2985;2.5743;11.2628;1.0000
2025-11-03T02:56:00.0/2025-11-03T02:57:00.0;12.9772;8.9373;6.3547;2.5826;11.2972;8.9373;6.3547;2.5826;11.2972;1.0000
2025-11-03T02:57:00.0/2025-11-03T02:58:00.0;13.0526;9.0017;6.4108;2.5909;11.3312;9.0017;6.4108;2.5909;11.3312;1.0000
2025-11-03T02:58:00.0/2025-11-03T02:59:00.0;13.1277;9.0659;6.4669;2.5990;11.3648;9.0659;6.4669;2.5990;11.3648;1.0000
2025-11-03T02:59:00.0/2025-11-03T03:00:00.0;13.2025;9.1299;6.5228;2.6071;11.3981;9.1299;6.5228;2.6071;11.3981;1.0000
2025-11-03T03:00:00.0/2025-11-03T03:01:00.0;13.2770;9.1934;6.5776;2.6158;11.4294;9.1934;6.5776;2.6158;11.4294;1.0000
2025-11-03T03:01:00.0/2025-11-03T03:02:00.0;13.3513;9.2563;6.6313;2.6250;11.4585;9.2563;6.6313;2.6250;11.4585;1.0000
2025-11-03T03:02:00.0/2025-11-03T03:03:00.0;13.4253;9.3190;6.6848;2.6342;11.4874;9.3190;6.6848;2.6342;11.4874;1.0000
2025-11-03T03:03:00.0/2025-11-03T03:04:00.0;13.4991;9.3815;6.7382;2.6433;11.5159;9.3815;6.7382;2.6433;11.5159;1.0000
2025-11-03T03:04:00.0/2025-11-03T03:05:00.0;13.5726;9.4438;6.7915;2.6524;11.5441;9.4438;6.7915;2.6524;11.5441;1.0000
2025-11-03T03:05:00.0/2025-11-03T03:06:00.0;13.6458;9.5060;6.8446;2.6614;11.5720;9.5060;6.8446;2.6614;11.5720;1.0000
2025-11-03T03:06:00.0/2025-11-03T03:07:00.0;13.7187;9.5679;6.8976;2.6703;11.5996;9.5679;6.8976;2.6703;11.5996;1.0000
2025-11-03T03:07:00.0/2025-11-03T03:08:00.0;13.7913;9.6296;6.9504;2.6792;11.6268;9.6296;6.9504;2.6792;11.6268;1.0000
2025-11-03T03:08:00.0/2025-11-03T03:09:00.0;13.8637;9.6911;7.0031;2.6880;11.6538;9.6911;7.0031;2.6880;11.6538;1.0000
2025-11-03T03:09:00.0/2025-11-03T03:10:00.0;13.9358;9.7523;7.0556;2.6967;11.6805;9.7523;7.0556;2.6967;11.6805;1.0000
2025-11-03T03:10:00.0/2025-11-03T03:11:00.0;14.0076;9.8134;7.1080;2.7054;11.7069;9.8134;7.1080;2.7054;11.7069;1.0000
2025-11-03T03:11:00.0/2025-11-03T03:12:00.0;14.0792;9.8743;7.1602;2.7140;11.7330;9.8743;7.1602;2.7140;11.7330;1.0000
2025-11-03T03:12:00.0/2025-11-03T03:13:00.0;14.1504;9.9349;7.2123;2.7226;11.7588;9.9349;7.2123;2.7226;11.7588;1.0000
2025-11-03T03:13:00.0/2025-11-03T03:14:00.0;14.2214;9.9953;7.2642;2.7311;11.7844;9.9885;7.2492;2.7392;11.7601;1.0000
2025-11-03T03:14:00.0/2025-11-03T03:15:00.0;14.2921;10.0555;7.3160;2.7396;11.8096;9.8143;6.7888;3.0256;10.9586;1.0000
2025-11-03T03:15:00.0/2025-11-03T03:16:00.0;14.3625;10.1155;7.3675;2.7480;11.8346;9.6372;6.3209;3.3163;10.1533;1.0000
2025-11-03T03:16:00.0/2025-11-03T03:17:00.0;14.4326;10.1753;7.4190;2.7563;11.8593;9.4570;5.8457;3.6114;9.3443;1.0000
2025-11-03T03:17:00.0/2025-11-03T03:18:00.0;14.5024;10.2348;7.4702;2.7646;11.8837;9.2739;5.3631;3.9108;8.5317;1.0000
2025-11-03T03:18:00.0/2025-11-03T03:19:00.0;14.5719;10.2941;7.5213;2.7728;11.9079;9.0878;4.8733;4.2145;7.7155;1.0000
2025-11-03T03:19:00.0/2025-11-03T03:20:00.0;14.6412;10.3532;7.5722;2.7810;11.9318;8.8987;4.3762;4.5225;6.8957;1.0000
2025-11-03T03:20:00.0/2025-11-03T03:21:00.0;14.7101;10.4120;7.6229;2.7891;11.9554;8.7066;3.8719;4.8348;6.0725;1.0000
2025-11-03T03:21:00.0/2025-11-03T03:22:00.0;14.7788;10.4707;7.6735;2.7972;11.9788;8.5117;3.3604;5.1513;5.2458;1.0000
2025-11-03T03:22:00.0/2025-11-03T03:23:00.0;14.8471;10.5290;7.7238;2.8052;12.0019;8.3138;2.8418;5.4720;4.4158;1.0000
2025-11-03T03:23:00.0/2025-11-03T03:24:00.0;14.9152;10.5872;7.7740;2.8132;12.0248;8.1198;2.3313;5.7885;3.6060;1.0000
2025-11-03T03:24:00.0/2025-11-03T03:25:00.0;14.9829;10.6451;7.8240;2.8211;12.0474;8.1456;2.3196;5.8260;3.5717;1.0000
2025-11-03T03:25:00.0/2025-11-03T03:26:00.0;15.0504;10.7028;7.8738;2.8289;12.0698;8.1712;2.3075;5.8636;3.5372;1.0000
2025-11-03T03:26:00.0/2025-11-03T03:27:00.0;15.1176;10.7602;7.9234;2.8367;12.0919;8.1963;2.2951;5.9012;3.5025;1.0000
2025-11-03T03:27:00.0/2025-11-03T03:28:00.0;15.1844;10.8174;7.9729;2.8445;12.1138;8.2210;2.2822;5.9388;3.4675;1.0000
2025-11-03T03:28:00.0/2025-11-03T03:29:00.0;15.2510;10.8743;8.0221;2.8522;12.1354;8.2454;2.2690;5.9765;3.4323;1.0000
2025-11-03T03:29:00.0/2025-11-03T03:30:00.0;15.3172;10.9310;8.0712;2.8599;12.1568;8.2694;2.2553;6.0141;3.3970;1.0000
2025-11-03T03:30:00.0/2025-11-03T03:31:00.0;15.3832;10.9875;8.1200;2.8675;12.1780;8.2930;2.2413;6.0517;3.3614;1.0000
2025-11-03T03:31:00.0/2025-11-03T03:32:00.0;15.4488;11.0437;8.1687;2.8750;12.1989;8.3162;2.2269;6.0893;3.3255;1.0000
2025-11-03T03:32:00.0/2025-11-03T03:33:00.0;15.5141;11.0996;8.2171;2.8825;12.2196;8.3390;2.2121;6.1270;3.2895;1.0000
2025-11-03T03:33:00.0/2025-11-03T03:34:00.0;15.5791;11.1554;8.2654;2.8900;12.2401;8.3593;2.1970;6.1623;3.2534;1.0000
2025-11-03T03:34:00.0/2025-11-03T03:35:00.0;15.6438;11.2108;8.3134;2.8974;12.2603;8.3064;2.1839;6.1225;3.2207;1.0000
2025-11-03T03:35:00.0/2025-11-03T03:36:00.0;15.7082;11.2660;8.3613;2.9047;12.2803;8.2524;2.1705;6.0819;3.1879;1.0000
2025-11-03T03:36:00.0/2025-11-03T03:37:00.0;15.7723;11.3209;8.4089;2.9120;12.3001;8.1973;2.1568;6.0406;3.1548;1.0000
2025-11-03T03:37:00.0/2025-11-03T03:38:00.0;15.8361;11.3756;8.4564;2.9193;12.3197;8.1411;2.1427;5.9984;3.1216;1.0000
2025-11-03T03:38:00.0/2025-11-03T03:39:00.0;15.8995;11.4301;8.5036;2.9265;12.3391;8.0838;2.1282;5.9556;3.0881;1.0000
2025-11-03T03:39:00.0/2025-11-03T03:40:00.0;15.9626;11.4842;8.5506;2.9336;12.3582;8.0254;2.1134;5.9120;3.0546;1.0000
2025-11-03T03:40:00.0/2025-11-03T03:41:00.0;16.0254;11.5381;8.5974;2.9408;12.3772;7.9659;2.0983;5.8676;3.0208;1.0000
2025-11-03T03:41:00.0/2025-11-03T03:42:00.0;16.0879;11.5918;8.6440;2.9478;12.3959;7.9053;2.0828;5.8225;2.9869;1.0000
2025-11-03T03:42:00.0/2025-11-03T03:43:00.0;16.1501;11.6452;8.6903;2.9548;12.4144;7.8436;2.0670;5.7766;2.9528;1.0000
2025-11-03T03:43:00.0/2025-11-03T03:44:00.0;16.2119;11.6983;8.7365;2.9618;12.4327;7.7832;2.0511;5.7321;2.9189;1.0000
2025-11-03T03:44:00.0/2025-11-03T03:45:00.0;16.2735;11.7511;8.7824;2.9687;12.4508;7.8009;2.0429;5.7580;2.8962;1.0000
2025-11-03T03:45:00.0/2025-11-03T03:46:00.0;16.3347;11.8037;8.8281;2.9756;12.4687;7.8182;2.0345;5.7837;2.8735;1.0000
2025-11-03T03:46:00.0/2025-11-03T03:47:00.0;16.3955;11.8560;8.8736;2.9825;12.4864;7.8351;2.0258;5.8093;2.8506;1.0000
2025-11-03T03:47:00.0/2025-11-03T03:48:00.0;16.4561;11.9081;8.9188;2.9893;12.5039;7.8517;2.0169;5.8349;2.8276;1.0000
2025-11-03T03:48:00.0/2025-11-03T03:49:00.0;16.5163;11.9598;8.9638;2.9960;12.5212;7.8680;2.0077;5.8603;2.8045;1.0000
2025-11-03T03:49:00.0/2025-11-03T03:50:00.0;16.5762;12.0113;9.0086;3.0027;12.5383;7.8840;1.9983;5.8857;2.7812;1.0000
2025-11-03T03:50:00.0/2025-11-03T03:51:00.0;16.6358;12.0626;9.0532;3.0094;12.5553;7.8996;1.9886;5.9110;2.7579;1.0000
2025-11-03T03:51:00.0/2025-11-03T03:52:00.0;16.6950;12.1135;9.0975;3.0160;12.5720;7.9149;1.9787;5.9362;2.7344;1.0000
2025-11-03T03:52:00.0/2025-11-03T03:53:00.0;16.7539;12.1642;9.1416;3.0225;12.5885;7.9298;1.9685;5.9613;2.7108;1.0000
2025-11-03T03:53:00.0/2025-11-03T03:54:00.0;16.8124;12.2145;9.1855;3.0291;12.6049;7.9499;1.9652;5.9847;2.6968;1.0000
2025-11-03T03:54:00.0/2025-11-03T03:55:00.0;16.8707;12.2647;9.2291;3.0355;12.6210;8.1485;2.1950;5.9535;3.0016;1.0000
2025-11-03T03:55:00.0/2025-11-03T03:56:00.0;16.9286;12.3145;9.2725;3.0420;12.6370;8.3482;2.4267;5.9215;3.3073;1.0000
2025-11-03T03:56:00.0/2025-11-03T03:57:00.0;16.9861;12.3640;9.3156;3.0484;12.6528;8.5491;2.6605;5.8886;3.6136;1.0000
2025-11-03T03:57:00.0/2025-11-03T03:58:00.0;17.0433;12.4133;9.3586;3.0547;12.6684;8.7512;2.8963;5.8549;3.9206;1.0000
2025-11-03T03:58:00.0/2025-11-03T03:59:00.0;17.1002;12.4623;9.4012;3.0610;12.6839;8.9544;3.1340;5.8204;4.2283;1.0000
2025-11-03T03:59:00.0/2025-11-03T04:00:00.0;17.1568;12.5110;9.4436;3.0673;12.6991;9.1587;3.3737;5.7850;4.5367;1.0000
2025-11-03T04:00:00.0/2025-11-03T04:01:00.0;17.2130;12.5594;9.4858;3.0735;12.7142;9.3641;3.6153;5.7488;4.8457;1.0000
2025-11-03T04:01:00.0/2025-11-03T04:02:00.0;17.2688;12.6075;9.5278;3.0797;12.7291;9.5706;3.8588;5.7118;5.1554;1.0000
2025-11-03T04:02:00.0/2025-11-03T04:03:00.0;17.3243;12.6553;9.5694;3.0859;12.7438;9.7782;4.1043;5.6739;5.4657;1.0000
2025-11-03T04:03:00.0/2025-11-03T04:04:00.0;17.3795;12.7028;9.6109;3.0920;12.7584;9.9814;4.3442;5.6373;5.7669;1.0000
2025-11-03T04:04:00.0/2025-11-03T04:05:00.0;17.4343;12.7501;9.6521;3.0980;12.7728;10.0083;4.3410;5.6672;5.7446;1.0000
2025-11-03T04:05:00.0/2025-11-03T04:06:00.0;17.4888;12.7970;9.6930;3.1040;12.7870;10.0348;4.3376;5.6972;5.7222;1.0000
2025-11-03T04:06:00.0/2025-11-03T04:07:00.0;17.5429;12.8437;9.7337;3.1100;12.8010;10.0611;4.3339;5.7272;5.6996;1.0000
2025-11-03T04:07:00.0/2025-11-03T04:08:00.0;17.5967;12.8900;9.7741;3.1159;12.8149;10.0870;4.3299;5.7571;5.6770;1.0000
2025-11-03T04:08:00.0/2025-11-03T04:09:00.0;17.6501;12.9361;9.8143;3.1218;12.8287;10.1126;4.3256;5.7870;5.6541;1.0000
2025-11-03T04:09:00.0/2025-11-03T04:10:00.0;17.7032;12.9819;9.8542;3.1277;12.8422;10.1379;4.3210;5.8170;5.6312;1.0000
2025-11-03T04:10:00.0/2025-11-03T04:11:00.0;17.7559;13.0273;9.8938;3.1335;12.8556;10.1629;4.3161;5.8469;5.6081;1.0000
2025-11-03T04:11:00.0/2025-11-03T04:12:00.0;17.8083;13.0725;9.9332;3.1393;12.8688;10.1876;4.3109;5.8768;5.5849;1.0000
2025-11-03T04:12:00.0/2025-11-03T04:13:00.0;17.8603;13.1174;9.9724;3.1450;12.8819;10.2120;4.3054;5.9066;5.5616;1.0000
2025-11-03T04:13:00.0/2025-11-03T04:14:00.0;17.9120;13.1620;10.0112;3.1507;12.8948;10.2360;4.2958;5.9402;5.5332;1.0000
2025-11-03T04:14:00.0/2025-11-03T04:15:00.0;17.9633;13.2062;10.0498;3.1564;12.9076;10.2540;4.1594;6.0947;5.3421;1.0000
2025-11-03T04:15:00.0/2025-11-03T04:16:00.0;18.0142;13.2502;10.0882;3.1620;12.9202;10.2718;4.0216;6.2501;5.1506;1.0000
2025-11-03T04:16:00.0/2025-11-03T04:17:00.0;18.0648;13.2938;10.1263;3.1676;12.9326;10.2891;3.8826;6.4065;4.9586;1.0000
2025-11-03T04:17:00.0/2025-11-03T04:18:00.0;18.1151;13.3372;10.1641;3.1731;12.9449;10.3062;3.7424;6.5638;4.7663;1.0000
2025-11-03T04:18:00.0/2025-11-03T04:19:00.0;18.1650;13.3802;10.2016;3.1786;12.9571;10.3229;3.6009;6.7220;4.5735;1.0000
2025-11-03T04:19:00.0/2025-11-03T04:20:00.0;18.2145;13.4229;10.2389;3.1841;12.9691;10.3392;3.4581;6.8811;4.3802;1.0000
2025-11-03T04:20:00.0/2025-11-03T04:21:00.0;18.2636;13.4654;10.2759;3.1895;12.9809;10.3552;3.3142;7.0411;4.1866;1.0000
2025-11-03T04:21:00.0/2025-11-03T04:22:00.0;18.3124;13.5075;10.3126;3.1949;12.9926;10.3709;3.1690;7.2019;3.9925;1.0000
2025-11-03T04:22:00.0/2025-11-03T04:23:00.0;18.3609;13.5493;10.3491;3.2002;13.0041;10.3862;3.0226;7.3636;3.7981;1.0000
2025-11-03T04:23:00.0/2025-11-03T04:24:00.0;18.4089;13.5908;10.3853;3.2055;13.0155;10.4111;2.9018;7.5092;3.6368;1.0000
2025-11-03T04:24:00.0/2025-11-03T04:25:00.0;18.4566;13.6319;10.4212;3.2108;13.0268;10.7625;3.6650;7.0975;4.5814;1.0000
2025-11-03T04:25:00.0/2025-11-03T04:26:00.0;18.5040;13.6728;10.4568;3.2160;13.0379;11.1156;4.4333;6.6823;5.5275;1.0000
2025-11-03T04:26:00.0/2025-11-03T04:27:00.0;18.5509;13.7133;10.4921;3.2212;13.0489;11.4703;5.2065;6.2638;6.4752;1.0000
2025-11-03T04:27:00.0/2025-11-03T04:28:00.0;18.5975;13.7536;10.5272;3.2264;13.0597;11.8267;5.9847;5.8420;7.4245;1.0000
2025-11-03T04:28:00.0/2025-11-03T04:29:00.0;18.6438;13.7935;10.5620;3.2315;13.0704;12.1847;6.7678;5.4168;8.3751;1.0000
2025-11-03T04:29:00.0/2025-11-03T04:30:00.0;18.6896;13.8331;10.5965;3.2366;13.0809;12.5443;7.5558;4.9885;9.3273;1.0000
2025-11-03T04:30:00.0/2025-11-03T04:31:00.0;18.7351;13.8723;10.6307;3.2416;13.0913;12.9054;8.3485;4.5569;10.2808;1.0000
2025-11-03T04:31:00.0/2025-11-03T04:32:00.0;18.7802;13.9113;10.6647;3.2466;13.1015;13.2681;9.1459;4.1222;11.2357;1.0000
2025-11-03T04:32:00.0/2025-11-03T04:33:00.0;18.8250;13.9499;10.6984;3.2516;13.1117;13.6322;9.9480;3.6843;12.1920;1.0000
2025-11-03T04:33:00.0/2025-11-03T04:34:00.0;18.8694;13.9883;10.7317;3.2565;13.1216;13.9883;10.7317;3.2565;13.1216;1.0000
2025-11-03T04:34:00.0/2025-11-03T04:35:00.0;18.9133;14.0262;10.7648;3.2614;13.1315;14.0262;10.7648;3.2614;13.1315;1.0000
2025-11-03T04:35:00.0/2025-11-03T04:36:00.0;18.9570;14.0639;10.7977;3.2663;13.1412;14.0639;10.7977;3.2663;13.1412;1.0000
2025-11-03T04:36:00.0/2025-11-03T04:37:00.0;19.0002;14.1012;10.8301;3.2711;13.1508;14.1012;10.8301;3.2711;13.1508;1.0000
2025-11-03T04:37:00.0/2025-11-03T04:38:00.0;19.0431;14.1383;10.8624;3.2759;13.1602;14.1383;10.8624;3.2759;13.1602;1.0000
2025-11-03T04:38:00.0/2025-11-03T04:39:00.0;19.0856;14.1750;10.8943;3.2806;13.1695;14.1750;10.8943;3.2806;13.1695;1.0000
2025-11-03T04:39:00.0/2025-11-03T04:40:00.0;19.1277;14.2113;10.9260;3.2854;13.1787;14.2113;10.9260;3.2854;13.1787;1.0000
2025-11-03T04:40:00.0/2025-11-03T04:41:00.0;19.1695;14.2474;10.9573;3.2900;13.1878;14.2474;10.9573;3.2900;13.1878;1.0000
2025-11-03T04:41:00.0/2025-11-03T04:42:00.0;19.2108;14.2831;10.9884;3.2947;13.1967;14.2831;10.9884;3.2947;13.1967;1.0000
2025-11-03T04:42:00.0/2025-11-03T04:43:00.0;19.2518;14.3184;11.0191;3.2993;13.2055;14.3184;11.0191;3.2993;13.2055;1.0000
2025-11-03T04:43:00.0/2025-11-03T04:44:00.0;19.2924;14.3535;11.0496;3.3039;13.2141;14.3424;11.0245;3.3180;13.1840;1.0000
2025-11-03T04:44:00.0/2025-11-03T04:45:00.0;19.3326;14.3882;11.0798;3.3084;13.2226;14.0007;10.1982;3.8025;12.1706;1.0000
2025-11-03T04:45:00.0/2025-11-03T04:46:00.0;19.3725;14.4226;11.1097;3.3129;13.2310;13.6569;9.3670;4.2898;11.1557;1.0000
2025-11-03T04:46:00.0/2025-11-03T04:47:00.0;19.4119;14.4566;11.1393;3.3174;13.2393;13.3110;8.5310;4.7799;10.1394;1.0000
2025-11-03T04:47:00.0/2025-11-03T04:48:00.0;19.4510;14.4903;11.1685;3.3218;13.2474;12.9629;7.6902;5.2727;9.1217;1.0000
2025-11-03T04:48:00.0/2025-11-03T04:49:00.0;19.4897;14.5237;11.1975;3.3262;13.2555;12.6129;6.8447;5.7681;8.1027;1.0000
2025-11-03T04:49:00.0/2025-11-03T04:50:00.0;19.5280;14.5568;11.2262;3.3306;13.2634;12.2608;5.9946;6.2662;7.0824;1.0000
2025-11-03T04:50:00.0/2025-11-03T04:51:00.0;19.5659;14.5895;11.2546;3.3349;13.2711;11.9067;5.1399;6.7668;6.0608;1.0000
2025-11-03T04:51:00.0/2025-11-03T04:52:00.0;19.6034;14.6219;11.2826;3.3392;13.2788;11.5506;4.2807;7.2699;5.0380;1.0000
2025-11-03T04:52:00.0/2025-11-03T04:53:00.0;19.6405;14.6539;11.3104;3.3435;13.2863;11.1925;3.4170;7.7755;4.0140;1.0000
2025-11-03T04:53:00.0/2025-11-03T04:54:00.0;19.6773;14.6856;11.3379;3.3477;13.2937;10.8552;2.6007;8.2546;3.0493;1.0000
2025-11-03T04:54:00.0/2025-11-03T04:55:00.0;19.7136;14.7169;11.3650;3.3519;13.3010;11.2634;3.4853;7.7781;4.0790;1.0000
2025-11-03T04:55:00.0/2025-11-03T04:56:00.0;19.7496;14.7480;11.3919;3.3561;13.3081;11.6729;4.3740;7.2989;5.1098;1.0000
2025-11-03T04:56:00.0/2025-11-03T04:57:00.0;19.7852;14.7786;11.4185;3.3602;13.3152;12.0838;5.2667;6.8171;6.1416;1.0000
2025-11-03T04:57:00.0/2025-11-03T04:58:00.0;19.8204;14.8090;11.4447;3.3643;13.3221;12.4960;6.1634;6.3326;7.1744;1.0000
2025-11-03T04:58:00.0/2025-11-03T04:59:00.0;19.8552;14.8390;11.4706;3.3683;13.3289;12.9095;7.0639;5.8456;8.2083;1.0000
2025-11-03T04:59:00.0/2025-11-03T05:00:00.0;19.8896;14.8686;11.4963;3.3724;13.3356;13.3242;7.9683;5.3560;9.2431;1.0000
2025-11-03T05:00:00.0/2025-11-03T05:01:00.0;19.9236;14.8979;11.5216;3.3763;13.3421;13.7402;8.8763;4.8639;10.2789;1.0000
2025-11-03T05:01:00.0/2025-11-03T05:02:00.0;19.9572;14.9269;11.5466;3.3803;13.3486;14.1574;9.7880;4.3694;11.3155;1.0000
2025-11-03T05:02:00.0/2025-11-03T05:03:00.0;19.9904;14.9555;11.5713;3.3842;13.3549;14.5758;10.7033;3.8725;12.3531;1.0000
2025-11-03T05:03:00.0/2025-11-03T05:04:00.0;20.0232;14.9838;11.5957;3.3881;13.3611;14.9838;11.5957;3.3881;13.3611;1.0000
