# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-11-05T03:31:00.0/2025-11-05T03:32:00.0;15.3841;10.9174;7.9763;2.9411;11.9734;7.3856;1.1909;6.1947;1.7877;1.0000
2025-11-05T03:32:00.0/2025-11-05T03:33:00.0;15.4493;10.9731;8.0246;2.9485;11.9951;7.4065;1.1831;6.2234;1.7684;1.0000
2025-11-05T03:33:00.0/2025-11-05T03:34:00.0;15.5142;11.0286;8.0727;2.9559;12.0166;7.4240;1.1746;6.2494;1.7485;1.0000
2025-11-05T03:34:00.0/2025-11-05T03:35:00.0;15.5788;11.0839;8.1207;2.9632;12.0379;7.3433;1.1536;6.1897;1.7100;1.0000
2025-11-05T03:35:00.0/2025-11-05T03:36:00.0;15.6431;11.1389;8.1685;2.9705;12.0589;7.2612;1.1322;6.1290;1.6714;1.0000
2025-11-05T03:36:00.0/2025-11-05T03:37:00.0;15.7070;11.1937;8.2160;2.9777;12.0798;7.1778;1.1104;6.0673;1.6327;1.0000
2025-11-05T03:37:00.0/2025-11-05T03:38:00.0;15.7707;11.2482;8.2634;2.9849;12.1004;7.0931;1.0883;6.0047;1.5937;1.0000
2025-11-05T03:38:00.0/2025-11-05T03:39:00.0;15.8340;11.3025;8.3105;2.9920;12.1207;7.0070;1.0659;5.9411;1.5546;1.0000
2025-11-05T03:39:00.0/2025-11-05T03:40:00.0;15.8970;11.3565;8.3575;2.9990;12.1409;6.9197;1.0431;5.8766;1.5153;1.0000
2025-11-05T03:40:00.0/2025-11-05T03:41:00.0;15.9597;11.4103;8.4042;3.0061;12.1608;6.8310;1.0199;5.8111;1.4758;1.0000
2025-11-05T03:41:00.0/2025-11-05T03:42:00.0;16.0221;11.4638;8.4507;3.0130;12.1806;6.7410;0.9964;5.7446;1.4362;1.0000
2025-11-05T03:42:00.0/2025-11-05T03:43:00.0;16.0841;11.5170;8.4971;3.0199;12.2001;6.6498;0.9726;5.6772;1.3964;1.0000
2025-11-05T03:43:00.0/2025-11-05T03:44:00.0;16.1458;11.5700;8.5432;3.0268;12.2194;6.5640;0.9496;5.6144;1.3582;1.0000
2025-11-05T03:44:00.0/2025-11-05T03:45:00.0;16.2073;11.6227;8.5890;3.0336;12.2385;6.7000;0.9657;5.7342;1.3761;1.0000
2025-11-05T03:45:00.0/2025-11-05T03:46:00.0;16.2683;11.6751;8.6347;3.0404;12.2574;6.8368;0.9820;5.8548;1.3940;1.0000
2025-11-05T03:46:00.0/2025-11-05T03:47:00.0;16.3291;11.7273;8.6802;3.0471;12.2761;6.9744;0.9983;5.9761;1.4119;1.0000
2025-11-05T03:47:00.0/2025-11-05T03:48:00.0;16.3895;11.7792;8.7254;3.0538;12.2945;7.1128;1.0147;6.0980;1.4298;1.0000
2025-11-05T03:48:00.0/2025-11-05T03:49:00.0;16.4496;11.8309;8.7704;3.0604;12.3128;7.2519;1.0313;6.2207;1.4478;1.0000
2025-11-05T03:49:00.0/2025-11-05T03:50:00.0;16.5094;11.8822;8.8152;3.0670;12.3309;7.3919;1.0479;6.3440;1.4658;1.0000
2025-11-05T03:50:00.0/2025-11-05T03:51:00.0;16.5689;11.9334;8.8598;3.0735;12.3488;7.5326;1.0646;6.4680;1.4838;1.0000
2025-11-05T03:51:00.0/2025-11-05T03:52:00.0;16.6280;11.9842;8.9042;3.0800;12.3665;7.6741;1.0813;6.5927;1.5018;1.0000
2025-11-05T03:52:00.0/2025-11-05T03:53:00.0;16.6868;12.0347;8.9483;3.0865;12.3840;7.8163;1.0982;6.7181;1.5199;1.0000
2025-11-05T03:53:00.0/2025-11-05T03:54:00.0;16.7452;12.0850;8.9922;3.0929;12.4013;7.9559;1.1147;6.8411;1.5374;1.0000
2025-11-05T03:54:00.0/2025-11-05T03:55:00.0;16.8034;12.1350;9.0358;3.0992;12.4184;7.9851;1.1169;6.8682;1.5350;1.0000
2025-11-05T03:55:00.0/2025-11-05T03:56:00.0;16.8611;12.1848;9.0793;3.1055;12.4353;8.0140;1.1190;6.8950;1.5327;1.0000
2025-11-05T03:56:00.0/2025-11-05T03:57:00.0;16.9186;12.2342;9.1225;3.1118;12.4521;8.0428;1.1211;6.9217;1.5303;1.0000
2025-11-05T03:57:00.0/2025-11-05T03:58:00.0;16.9757;12.2834;9.1654;3.1180;12.4686;8.0713;1.1231;6.9482;1.5279;1.0000
2025-11-05T03:58:00.0/2025-11-05T03:59:00.0;17.0325;12.3323;9.2081;3.1242;12.4850;8.0997;1.1250;6.9746;1.5254;1.0000
2025-11-05T03:59:00.0/2025-11-05T04:00:00.0;17.0889;12.3809;9.2506;3.1303;12.5012;8.1278;1.1269;7.0008;1.5229;1.0000
2025-11-05T04:00:00.0/2025-11-05T04:01:00.0;17.1450;12.4292;9.2929;3.1364;12.5172;8.1557;1.1288;7.0269;1.5204;1.0000
2025-11-05T04:01:00.0/2025-11-05T04:02:00.0;17.2008;12.4773;9.3349;3.1424;12.5331;8.1834;1.1305;7.0528;1.5178;1.0000
2025-11-05T04:02:00.0/2025-11-05T04:03:00.0;17.2562;12.5251;9.3767;3.1484;12.5487;8.2108;1.1322;7.0786;1.5153;1.0000
2025-11-05T04:03:00.0/2025-11-05T04:04:00.0;17.3112;12.5725;9.4182;3.1544;12.5642;8.2374;1.1334;7.1040;1.5120;1.0000
2025-11-05T04:04:00.0/2025-11-05T04:05:00.0;17.3659;12.6197;9.4595;3.1603;12.5795;8.2421;1.1178;7.1243;1.4865;1.0000
2025-11-05T04:05:00.0/2025-11-05T04:06:00.0;17.4203;12.6666;9.5005;3.1661;12.5946;8.2464;1.1021;7.1443;1.4610;1.0000
2025-11-05T04:06:00.0/2025-11-05T04:07:00.0;17.4743;12.7132;9.5413;3.1719;12.6096;8.2504;1.0861;7.1642;1.4354;1.0000
2025-11-05T04:07:00.0/2025-11-05T04:08:00.0;17.5280;12.7596;9.5818;3.1777;12.6244;8.2539;1.0700;7.1839;1.4097;1.0000
2025-11-05T04:08:00.0/2025-11-05T04:09:00.0;17.5814;12.8056;9.6221;3.1835;12.6391;8.2571;1.0536;7.2035;1.3840;1.0000
2025-11-05T04:09:00.0/2025-11-05T04:10:00.0;17.6343;12.8513;9.6621;3.1892;12.6535;8.2599;1.0370;7.2228;1.3581;1.0000
2025-11-05T04:10:00.0/2025-11-05T04:11:00.0;17.6870;12.8967;9.7019;3.1948;12.6678;8.2623;1.0203;7.2420;1.3322;1.0000
2025-11-05T04:11:00.0/2025-11-05T04:12:00.0;17.7392;12.9419;9.7415;3.2004;12.6820;8.2643;1.0033;7.2610;1.3062;1.0000
2025-11-05T04:12:00.0/2025-11-05T04:13:00.0;17.7912;12.9867;9.7807;3.2060;12.6959;8.2660;0.9862;7.2798;1.2801;1.0000
2025-11-05T04:13:00.0/2025-11-05T04:14:00.0;17.8428;13.0313;9.8198;3.2115;12.7098;8.2664;0.9706;7.2958;1.2562;1.0000
2025-11-05T04:14:00.0/2025-11-05T04:15:00.0;17.8940;13.0755;9.8585;3.2170;12.7234;8.2354;1.0136;7.2218;1.3081;1.0000
2025-11-05T04:15:00.0/2025-11-05T04:16:00.0;17.9448;13.1195;9.8970;3.2225;12.7369;8.2038;1.0568;7.1470;1.3601;1.0000
2025-11-05T04:16:00.0/2025-11-05T04:17:00.0;17.9953;13.1631;9.9353;3.2279;12.7502;8.1716;1.1004;7.0712;1.4122;1.0000
2025-11-05T04:17:00.0/2025-11-05T04:18:00.0;18.0455;13.2065;9.9732;3.2332;12.7634;8.1389;1.1442;6.9947;1.4643;1.0000
2025-11-05T04:18:00.0/2025-11-05T04:19:00.0;18.0953;13.2495;10.0110;3.2386;12.7764;8.1056;1.1883;6.9173;1.5166;1.0000
2025-11-05T04:19:00.0/2025-11-05T04:20:00.0;18.1447;13.2923;10.0484;3.2439;12.7893;8.0717;1.2327;6.8390;1.5689;1.0000
2025-11-05T04:20:00.0/2025-11-05T04:21:00.0;18.1938;13.3347;10.0856;3.2491;12.8020;8.0373;1.2773;6.7599;1.6214;1.0000
2025-11-05T04:21:00.0/2025-11-05T04:22:00.0;18.2425;13.3768;10.1225;3.2543;12.8146;8.0022;1.3222;6.6800;1.6739;1.0000
2025-11-05T04:22:00.0/2025-11-05T04:23:00.0;18.2908;13.4187;10.1592;3.2595;12.8270;7.9666;1.3674;6.5993;1.7264;1.0000
2025-11-05T04:23:00.0/2025-11-05T04:24:00.0;18.3388;13.4602;10.1956;3.2646;12.8393;7.9352;1.4113;6.5240;1.7772;1.0000
2025-11-05T04:24:00.0/2025-11-05T04:25:00.0;18.3864;13.5014;10.2317;3.2697;12.8514;8.0592;1.4057;6.6535;1.7656;1.0000
2025-11-05T04:25:00.0/2025-11-05T04:26:00.0;18.4337;13.5423;10.2675;3.2748;12.8633;8.1835;1.3999;6.7836;1.7539;1.0000
2025-11-05T04:26:00.0/2025-11-05T04:27:00.0;18.4805;13.5829;10.3031;3.2798;12.8752;8.3083;1.3941;6.9142;1.7421;1.0000
2025-11-05T04:27:00.0/2025-11-05T04:28:00.0;18.5271;13.6231;10.3384;3.2847;12.8868;8.4335;1.3882;7.0453;1.7303;1.0000
2025-11-05T04:28:00.0/2025-11-05T04:29:00.0;18.5732;13.6631;10.3734;3.2897;12.8984;8.5591;1.3821;7.1770;1.7185;1.0000
2025-11-05T04:29:00.0/2025-11-05T04:30:00.0;18.6190;13.7027;10.4082;3.2946;12.9098;8.6850;1.3759;7.3091;1.7067;1.0000
2025-11-05T04:30:00.0/2025-11-05T04:31:00.0;18.6644;13.7421;10.4426;3.2994;12.9210;8.8114;1.3697;7.4417;1.6947;1.0000
2025-11-05T04:31:00.0/2025-11-05T04:32:00.0;18.7094;13.7811;10.4768;3.3043;12.9321;8.9381;1.3633;7.5748;1.6828;1.0000
2025-11-05T04:32:00.0/2025-11-05T04:33:00.0;18.7541;13.8198;10.5107;3.3090;12.9431;9.0652;1.3568;7.7084;1.6708;1.0000
2025-11-05T04:33:00.0/2025-11-05T04:34:00.0;18.7984;13.8582;10.5444;3.3138;12.9539;9.1969;1.3600;7.8369;1.6707;1.0000
2025-11-05T04:34:00.0/2025-11-05T04:35:00.0;18.8423;13.8962;10.5777;3.3185;12.9646;9.4677;1.6844;7.7833;2.0645;1.0000
2025-11-05T04:35:00.0/2025-11-05T04:36:00.0;18.8859;13.9340;10.6108;3.3232;12.9752;9.7397;2.0109;7.7289;2.4589;1.0000
2025-11-05T04:36:00.0/2025-11-05T04:37:00.0;18.9290;13.9714;10.6436;3.3278;12.9856;10.0128;2.3392;7.6736;2.8539;1.0000
2025-11-05T04:37:00.0/2025-11-05T04:38:00.0;18.9718;14.0085;10.6761;3.3324;12.9959;10.2869;2.6695;7.6174;3.2496;1.0000
2025-11-05T04:38:00.0/2025-11-05T04:39:00.0;19.0143;14.0453;10.7083;3.3370;13.0060;10.5622;3.0017;7.5605;3.6458;1.0000
2025-11-05T04:39:00.0/2025-11-05T04:40:00.0;19.0563;14.0817;10.7402;3.3415;13.0160;10.8385;3.3357;7.5028;4.0425;1.0000
2025-11-05T04:40:00.0/2025-11-05T04:41:00.0;19.0980;14.1179;10.7719;3.3460;13.0259;11.1158;3.6716;7.4442;4.4399;1.0000
2025-11-05T04:41:00.0/2025-11-05T04:42:00.0;19.1393;14.1537;10.8032;3.3504;13.0356;11.3941;4.0093;7.3849;4.8377;1.0000
2025-11-05T04:42:00.0/2025-11-05T04:43:00.0;19.1802;14.1892;10.8343;3.3548;13.0452;11.6735;4.3487;7.3247;5.2362;1.0000
2025-11-05T04:43:00.0/2025-11-05T04:44:00.0;19.2207;14.2243;10.8651;3.3592;13.0547;11.9464;4.6802;7.2662;5.6234;1.0000
2025-11-05T04:44:00.0/2025-11-05T04:45:00.0;19.2609;14.2591;10.8956;3.3636;13.0641;11.9762;4.6916;7.2846;5.6253;1.0000
2025-11-05T04:45:00.0/2025-11-05T04:46:00.0;19.3006;14.2936;10.9258;3.3679;13.0733;12.0058;4.7028;7.3030;5.6272;1.0000
2025-11-05T04:46:00.0/2025-11-05T04:47:00.0;19.3400;14.3278;10.9557;3.3721;13.0824;12.0351;4.7139;7.3212;5.6290;1.0000
2025-11-05T04:47:00.0/2025-11-05T04:48:00.0;19.3790;14.3617;10.9853;3.3764;13.0913;12.0641;4.7249;7.3392;5.6307;1.0000
2025-11-05T04:48:00.0/2025-11-05T04:49:00.0;19.4176;14.3952;11.0146;3.3806;13.1002;12.0928;4.7357;7.3571;5.6324;1.0000
2025-11-05T04:49:00.0/2025-11-05T04:50:00.0;19.4559;14.4284;11.0436;3.3847;13.1089;12.1213;4.7464;7.3749;5.6340;1.0000
2025-11-05T04:50:00.0/2025-11-05T04:51:00.0;19.4937;14.4612;11.0723;3.3889;13.1174;12.1494;4.7570;7.3925;5.6356;1.0000
2025-11-05T04:51:00.0/2025-11-05T04:52:00.0;19.5312;14.4937;11.1008;3.3930;13.1259;12.1774;4.7674;7.4100;5.6371;1.0000
2025-11-05T04:52:00.0/2025-11-05T04:53:00.0;19.5682;14.5259;11.1289;3.3970;13.1342;12.2050;4.7777;7.4273;5.6386;1.0000
2025-11-05T04:53:00.0/2025-11-05T04:54:00.0;19.6049;14.5578;11.1567;3.4010;13.1424;12.2294;4.7830;7.4464;5.6343;1.0000
2025-11-05T04:54:00.0/2025-11-05T04:55:00.0;19.6412;14.5893;11.1842;3.4050;13.1505;12.1575;4.6307;7.5268;5.4448;1.0000
2025-11-05T04:55:00.0/2025-11-05T04:56:00.0;19.6771;14.6204;11.2114;3.4090;13.1585;12.0849;4.4775;7.6075;5.2551;1.0000
2025-11-05T04:56:00.0/2025-11-05T04:57:00.0;19.7126;14.6513;11.2384;3.4129;13.1663;12.0116;4.3233;7.6883;5.0650;1.0000
2025-11-05T04:57:00.0/2025-11-05T04:58:00.0;19.7478;14.6818;11.2650;3.4168;13.1740;11.9377;4.1683;7.7694;4.8747;1.0000
2025-11-05T04:58:00.0/2025-11-05T04:59:00.0;19.7825;14.7120;11.2913;3.4207;13.1816;11.8630;4.0123;7.8507;4.6841;1.0000
2025-11-05T04:59:00.0/2025-11-05T05:00:00.0;19.8168;14.7418;11.3173;3.4245;13.1891;11.7876;3.8555;7.9321;4.4932;1.0000
2025-11-05T05:00:00.0/2025-11-05T05:01:00.0;19.8508;14.7713;11.3430;3.4282;13.1965;11.7116;3.6978;8.0138;4.3020;1.0000
2025-11-05T05:01:00.0/2025-11-05T05:02:00.0;19.8843;14.8004;11.3684;3.4320;13.2037;11.6349;3.5393;8.0957;4.1107;1.0000
2025-11-05T05:02:00.0/2025-11-05T05:03:00.0;19.9175;14.8292;11.3935;3.4357;13.2108;11.5576;3.3799;8.1777;3.9190;1.0000
2025-11-05T05:03:00.0/2025-11-05T05:04:00.0;19.9503;14.8577;11.4183;3.4394;13.2178;11.4813;3.2230;8.2583;3.7309;1.0000
2025-11-05T05:04:00.0/2025-11-05T05:05:00.0;19.9827;14.8858;11.4428;3.4430;13.2247;11.4593;3.1735;8.2858;3.6677;1.0000
2025-11-05T05:05:00.0/2025-11-05T05:06:00.0;20.0146;14.9136;11.4669;3.4467;13.2314;11.4369;3.1237;8.3131;3.6044;1.0000
2025-11-05T05:06:00.0/2025-11-05T05:07:00.0;20.0462;14.9410;11.4908;3.4502;13.2381;11.4140;3.0736;8.3404;3.5410;1.0000
2025-11-05T05:07:00.0/2025-11-05T05:08:00.0;20.0774;14.9681;11.5143;3.4538;13.2446;11.3908;3.0232;8.3676;3.4775;1.0000
2025-11-05T05:08:00.0/2025-11-05T05:09:00.0;20.1082;14.9949;11.5376;3.4573;13.2510;11.3671;2.9724;8.3946;3.4139;1.0000
2025-11-05T05:09:00.0/2025-11-05T05:10:00.0;20.1386;15.0213;11.5605;3.4608;13.2573;11.3430;2.9214;8.4216;3.3502;1.0000
2025-11-05T05:10:00.0/2025-11-05T05:11:00.0;20.1686;15.0473;11.5831;3.4642;13.2635;11.3185;2.8700;8.4484;3.2864;1.0000
2025-11-05T05:11:00.0/2025-11-05T05:12:00.0;20.1982;15.0730;11.6054;3.4676;13.2696;11.2935;2.8184;8.4751;3.2225;1.0000
2025-11-05T05:12:00.0/2025-11-05T05:13:00.0;20.2274;15.0984;11.6274;3.4710;13.2755;11.2682;2.7664;8.5018;3.1586;1.0000
2025-11-05T05:13:00.0/2025-11-05T05:14:00.0;20.2562;15.1234;11.6491;3.4744;13.2814;11.2437;2.7158;8.5279;3.0963;1.0000
2025-11-05T05:14:00.0/2025-11-05T05:15:00.0;20.2845;15.1481;11.6704;3.4777;13.2871;11.2598;2.7167;8.5431;3.0930;1.0000
2025-11-05T05:15:00.0/2025-11-05T05:16:00.0;20.3125;15.1724;11.6914;3.4810;13.2927;11.2756;2.7175;8.5581;3.0897;1.0000
2025-11-05T05:16:00.0/2025-11-05T05:17:00.0;20.3401;15.1964;11.7122;3.4842;13.2982;11.2912;2.7183;8.5730;3.0864;1.0000
2025-11-05T05:17:00.0/2025-11-05T05:18:00.0;20.3673;15.2200;11.7326;3.4874;13.3036;11.3066;2.7189;8.5876;3.0830;1.0000
2025-11-05T05:18:00.0/2025-11-05T05:19:00.0;20.3941;15.2433;11.7527;3.4906;13.3089;11.3216;2.7195;8.6021;3.0796;1.0000
2025-11-05T05:19:00.0/2025-11-05T05:20:00.0;20.4205;15.2662;11.7724;3.4938;13.3140;11.3364;2.7200;8.6164;3.0762;1.0000
2025-11-05T05:20:00.0/2025-11-05T05:21:00.0;20.4465;15.2888;11.7919;3.4969;13.3191;11.3509;2.7204;8.6306;3.0727;1.0000
2025-11-05T05:21:00.0/2025-11-05T05:22:00.0;20.4720;15.3109;11.8110;3.5000;13.3240;11.3652;2.7207;8.6445;3.0692;1.0000
2025-11-05T05:22:00.0/2025-11-05T05:23:00.0;20.4972;15.3328;11.8298;3.5030;13.3289;11.3792;2.7209;8.6583;3.0657;1.0000
2025-11-05T05:23:00.0/2025-11-05T05:24:00.0;20.5219;15.3543;11.8483;3.5060;13.3336;11.3939;2.7224;8.6715;3.0636;1.0000
2025-11-05T05:24:00.0/2025-11-05T05:25:00.0;20.5463;15.3755;11.8664;3.5090;13.3382;11.4422;2.7672;8.6750;3.1104;1.0000
2025-11-05T05:25:00.0/2025-11-05T05:26:00.0;20.5702;15.3963;11.8843;3.5120;13.3427;11.4904;2.8121;8.6783;3.1572;1.0000
2025-11-05T05:26:00.0/2025-11-05T05:27:00.0;20.5938;15.4167;11.9018;3.5149;13.3471;11.5384;2.8571;8.6813;3.2040;1.0000
2025-11-05T05:27:00.0/2025-11-05T05:28:00.0;20.6169;15.4368;11.9190;3.5178;13.3514;11.5862;2.9021;8.6841;3.2508;1.0000
2025-11-05T05:28:00.0/2025-11-05T05:29:00.0;20.6396;15.4565;11.9359;3.5206;13.3556;11.6338;2.9471;8.6867;3.2976;0.5000
2025-11-05T05:29:00.0/2025-11-05T05:30:00.0;20.6620;15.4759;11.9524;3.5235;13.3596;11.6812;2.9922;8.6891;3.3445;0.5000
2025-11-05T05:30:00.0/2025-11-05T05:31:00.0;20.6839;15.4949;11.9686;3.5263;13.3636;11.7285;3.0373;8.6912;3.3913;0.5000
2025-11-05T05:31:00.0/2025-11-05T05:32:00.0;20.7054;15.5136;11.9846;3.5290;13.3675;11.7755;3.0824;8.6932;3.4381;0.5000
2025-11-05T05:32:00.0/2025-11-05T05:33:00.0;20.7265;15.5319;12.0001;3.5318;13.3712;11.8224;3.1275;8.6949;3.4849;0.5000
2025-11-05T05:33:00.0/2025-11-05T05:34:00.0;20.7472;15.5498;12.0154;3.5345;13.3749;11.8691;3.1727;8.6964;3.5317;0.5000
2025-11-05T05:34:00.0/2025-11-05T05:35:00.0;20.7674;15.5674;12.0303;3.5371;13.3784;11.9155;3.2179;8.6976;3.5785;0.5000
2025-11-05T05:35:00.0/2025-11-05T05:36:00.0;20.7873;15.5846;12.0449;3.5398;13.3819;11.9618;3.2631;8.6987;3.6253;0.5000
2025-11-05T05:36:00.0/2025-11-05T05:37:00.0;20.8067;15.6015;12.0591;3.5424;13.3852;12.0079;3.3083;8.6996;3.6721;0.5000
2025-11-05T05:37:00.0/2025-11-05T05:38:00.0;20.8258;15.6180;12.0731;3.5449;13.3884;12.0537;3.3535;8.7002;3.7189;0.5000
2025-11-05T05:38:00.0/2025-11-05T05:39:00.0;20.8444;15.6342;12.0867;3.5475;13.3915;12.0994;3.3987;8.7006;3.7657;1.0000
2025-11-05T05:39:00.0/2025-11-05T05:40:00.0;20.8626;15.6499;12.1000;3.5500;13.3945;12.1448;3.4440;8.7008;3.8124;1.0000
2025-11-05T05:40:00.0/2025-11-05T05:41:00.0;20.8804;15.6654;12.1129;3.5525;13.3974;12.1900;3.4892;8.7008;3.8592;1.0000
2025-11-05T05:41:00.0/2025-11-05T05:42:00.0;20.8978;15.6804;12.1255;3.5549;13.4002;12.2350;3.5344;8.7007;3.9059;1.0000
2025-11-05T05:42:00.0/2025-11-05T05:43:00.0;20.9148;15.6951;12.1378;3.5573;13.4029;12.2798;3.5796;8.7002;3.9527;1.0000
2025-11-05T05:43:00.0/2025-11-05T05:44:00.0;20.9314;15.7095;12.1498;3.5597;13.4056;12.3117;3.6158;8.6958;3.9896;1.0000
2025-11-05T05:44:00.0/2025-11-05T05:45:00.0;20.9475;15.7235;12.1614;3.5621;13.4080;11.9235;3.3577;8.5658;3.7019;1.0000
2025-11-05T05:45:00.0/2025-11-05T05:46:00.0;20.9632;15.7371;12.1727;3.5644;13.4104;11.5343;3.0989;8.4354;3.4140;1.0000
2025-11-05T05:46:00.0/2025-11-05T05:47:00.0;20.9786;15.7503;12.1837;3.5667;13.4127;11.1441;2.8396;8.3046;3.1260;1.0000
2025-11-05T05:47:00.0/2025-11-05T05:48:00.0;20.9935;15.7632;12.1943;3.5689;13.4149;10.7531;2.5797;8.1734;2.8379;1.0000
2025-11-05T05:48:00.0/2025-11-05T05:49:00.0;21.0080;15.7757;12.2046;3.5711;13.4170;10.3611;2.3193;8.0418;2.5497;1.0000
2025-11-05T05:49:00.0/2025-11-05T05:50:00.0;21.0220;15.7879;12.2146;3.5733;13.4190;9.9683;2.0584;7.9099;2.2614;1.0000
2025-11-05T05:50:00.0/2025-11-05T05:51:00.0;21.0357;15.7997;12.2242;3.5755;13.4208;9.5747;1.7971;7.7776;1.9730;1.0000
2025-11-05T05:51:00.0/2025-11-05T05:52:00.0;21.0490;15.8112;12.2336;3.5776;13.4226;9.1802;1.5353;7.6450;1.6845;1.0000
2025-11-05T05:52:00.0/2025-11-05T05:53:00.0;21.0618;15.8222;12.2425;3.5797;13.4243;8.7850;1.2730;7.5120;1.3959;1.0000
2025-11-05T05:53:00.0/2025-11-05T05:54:00.0;21.0742;15.8329;12.2512;3.5818;13.4258;8.4098;1.0222;7.3876;1.1202;1.0000
2025-11-05T05:54:00.0/2025-11-05T05:55:00.0;21.0862;15.8433;12.2595;3.5838;13.4273;8.7204;1.1630;7.5574;1.2738;1.0000
2025-11-05T05:55:00.0/2025-11-05T05:56:00.0;21.0978;15.8532;12.2675;3.5858;13.4287;9.0311;1.3039;7.7272;1.4273;1.0000
2025-11-05T05:56:00.0/2025-11-05T05:57:00.0;21.1089;15.8628;12.2751;3.5878;13.4299;9.3421;1.4450;7.8971;1.5809;1.0000
2025-11-05T05:57:00.0/2025-11-05T05:58:00.0;21.1197;15.8721;12.2824;3.5897;13.4311;9.6531;1.5862;8.0669;1.7346;1.0000
2025-11-05T05:58:00.0/2025-11-05T05:59:00.0;21.1300;15.8810;12.2894;3.5916;13.4321;9.9644;1.7275;8.2368;1.8882;1.0000
2025-11-05T05:59:00.0/2025-11-05T06:00:00.0;21.1399;15.8895;12.2960;3.5935;13.4331;10.2757;1.8690;8.4067;2.0418;1.0000
2025-11-05T06:00:00.0/2025-11-05T06:01:00.0;21.1494;15.8975;12.3024;3.5951;13.4341;10.5870;2.0105;8.5765;2.1955;1.0000
2025-11-05T06:01:00.0/2025-11-05T06:02:00.0;21.1585;15.9051;12.3086;3.5966;13.4350;10.8983;2.1522;8.7462;2.3491;1.0000
2025-11-05T06:02:00.0/2025-11-05T06:03:00.0;21.1672;15.9124;12.3144;3.5980;13.4359;11.2097;2.2939;8.9158;2.5028;1.0000
2025-11-05T06:03:00.0/2025-11-05T06:04:00.0;21.1754;15.9193;12.3199;3.5993;13.4367;11.5029;2.4273;9.0756;2.6473;1.0000
2025-11-05T06:04:00.0/2025-11-05T06:05:00.0;21.1832;15.9258;12.3251;3.6007;13.4374;11.1942;2.2839;8.9103;2.4900;1.0000
2025-11-05T06:05:00.0/2025-11-05T06:06:00.0;21.1907;15.9319;12.3299;3.6020;13.4380;10.8850;2.1403;8.7447;2.3327;1.0000
2025-11-05T06:06:00.0/2025-11-05T06:07:00.0;21.1976;15.9377;12.3344;3.6033;13.4384;10.5753;1.9966;8.5787;2.1753;1.0000
2025-11-05T06:07:00.0/2025-11-05T06:08:00.0;21.2042;15.9431;12.3386;3.6045;13.4388;10.2652;1.8527;8.4125;2.0179;1.0000
2025-11-05T06:08:00.0/2025-11-05T06:09:00.0;21.2103;15.9481;12.3424;3.6057;13.4391;9.9546;1.7087;8.2459;1.8605;1.0000
2025-11-05T06:09:00.0/2025-11-05T06:10:00.0;21.2161;15.9528;12.3459;3.6069;13.4393;9.6436;1.5645;8.0791;1.7030;1.0000
2025-11-05T06:10:00.0/2025-11-05T06:11:00.0;21.2214;15.9571;12.3491;3.6080;13.4393;9.3322;1.4202;7.9120;1.5456;1.0000
2025-11-05T06:11:00.0/2025-11-05T06:12:00.0;21.2263;15.9610;12.3519;3.6092;13.4393;9.0204;1.2758;7.7446;1.3881;1.0000
2025-11-05T06:12:00.0/2025-11-05T06:13:00.0;21.2307;15.9646;12.3544;3.6102;13.4392;8.7082;1.1313;7.5769;1.2306;1.0000
2025-11-05T06:13:00.0/2025-11-05T06:14:00.0;21.2348;15.9678;12.3565;3.6113;13.4390;8.4045;0.9907;7.4138;1.0775;1.0000
2025-11-05T06:14:00.0/2025-11-05T06:15:00.0;21.2384;15.9706;12.3583;3.6123;13.4386;8.3895;0.9820;7.4075;1.0678;1.0000
2025-11-05T06:15:00.0/2025-11-05T06:16:00.0;21.2416;15.9731;12.3598;3.6133;13.4382;8.3742;0.9733;7.4009;1.0582;1.0000
2025-11-05T06:16:00.0/2025-11-05T06:17:00.0;21.2445;15.9752;12.3609;3.6143;13.4377;8.3587;0.9645;7.3942;1.0485;1.0000
2025-11-05T06:17:00.0/2025-11-05T06:18:00.0;21.2468;15.9769;12.3617;3.6152;13.4370;8.3430;0.9557;7.3873;1.0388;1.0000
2025-11-05T06:18:00.0/2025-11-05T06:19:00.0;21.2488;15.9782;12.3622;3.6161;13.4363;8.3272;0.9469;7.3803;1.0292;1.0000
2025-11-05T06:19:00.0/2025-11-05T06:20:00.0;21.2503;15.9792;12.3623;3.6169;13.4355;8.3111;0.9380;7.3731;1.0195;1.0000
2025-11-05T06:20:00.0/2025-11-05T06:21:00.0;21.2514;15.9798;12.3621;3.6178;13.4346;8.2949;0.9292;7.3657;1.0098;1.0000
2025-11-05T06:21:00.0/2025-11-05T06:22:00.0;21.2521;15.9801;12.3615;3.6185;13.4335;8.2784;0.9203;7.3581;1.0001;1.0000
2025-11-05T06:22:00.0/2025-11-05T06:23:00.0;21.2524;15.9800;12.3607;3.6193;13.4324;8.2618;0.9114;7.3504;0.9904;1.0000
2025-11-05T06:23:00.0/2025-11-05T06:24:00.0;21.2522;15.9795;12.3594;3.6200;13.4312;8.2567;0.9091;7.3477;0.9879;1.0000
2025-11-05T06:24:00.0/2025-11-05T06:25:00.0;21.2517;15.9786;12.3579;3.6207;13.4298;8.6388;1.1252;7.5136;1.2228;1.0000
